Unique_Investment_Identifier,Business_Case ID,Agency_Code,Agency_Name,Investment_Title,Project_ID,Agency_Project_ID,Project_Name,Duration_Year,Project_Status,Start_Date,Completion_Date,Planned_Project_Completion_Date,Projected_Actual_Project_Completion_Date,Schedule_Variance,Schedule_Variance,Lifecycle_Cost,Planned_Cost,Projected_Actual_Cost,Cost_Variance,Cost_Variance,Updated_Date,Updated_Time,Unique_Project_ID
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1716,,ITM Phase 3 Develop. New_12A,1,delay,2011-01-10T00:00:00Z,2012-03-30T00:00:00Z,,,-154,-85.08,1.9,1.9,1.9,0,0,2011-09-23T00:00:00Z,15:57:23,FY12APh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1717,,2012 support service maint_12B,0,onTime,2012-01-04T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,1.728,1.728,1.728,0,0,2011-09-23T00:00:00Z,15:57:23,FY12BMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1718,,ITM Phase 3 Develop. New_12B,0,onTime,2012-01-04T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,1.9,1.9,1.9,0,0,2011-09-23T00:00:00Z,15:57:23,FY12BPh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1719,,2013 support service maint_13A,1,onTime,2012-01-10T00:00:00Z,2013-03-30T00:00:00Z,,,0,0,5.303,5.303,5.303,0,0,2011-09-23T00:00:00Z,15:57:23,FY13AMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1720,,ITM Phase 3 Develop. New_13A,1,onTime,2012-01-10T00:00:00Z,2013-03-30T00:00:00Z,,,0,0,1.9,1.9,1.9,0,0,2011-09-23T00:00:00Z,15:57:23,FY13APh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1721,,2013 support service maint_13B,0,onTime,2013-01-04T00:00:00Z,2013-09-30T00:00:00Z,,,0,0,5.303,5.303,5.303,0,0,2011-09-23T00:00:00Z,15:57:23,FY13BMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1722,,ITM Phase 3 Develop. New_13B,0,onTime,2013-01-04T00:00:00Z,2013-09-30T00:00:00Z,,,0,0,1.9,1.9,1.9,0,0,2011-09-23T00:00:00Z,15:57:23,FY13BPh3
019-000001183,560,19,Department of Energy,"Consolidated Infrastructure, Office Automation, and Telecommunications Program",1731,,Data Center Modernizations,1,onTime,2012-01-01T00:00:00Z,2012-12-31T00:00:00Z,2012-12-31T00:00:00Z,2012-12-31T00:00:00Z,0,0,1.5,1.5,1.5,0,0,2012-05-30T00:00:00Z,09:09:00,DCM
019-000001183,560,19,Department of Energy,"Consolidated Infrastructure, Office Automation, and Telecommunications Program",1734,,"FY2012 DME Milestones, FY2012 DME Milestone Activities",1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,44.690208,44.690208,44.690208,0,0,2011-10-28T00:00:00Z,07:19:08,FY2012 DME
019-000001183,560,19,Department of Energy,"Consolidated Infrastructure, Office Automation, and Telecommunications Program",1735,,"FY2012 SS Milestones, FY2012 SS Milestone Activities",1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,912.329792,912.329792,912.329792,0,0,2011-10-28T00:00:00Z,07:19:08,FY2012 SS
019-000001183,560,19,Department of Energy,"Consolidated Infrastructure, Office Automation, and Telecommunications Program",1736,,ITSM to the Cloud,0,onTime,2012-01-01T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.65,0.65,0.65,0,0,2012-04-26T00:00:00Z,12:30:41,ITSM
019-000001183,560,19,Department of Energy,"Consolidated Infrastructure, Office Automation, and Telecommunications Program",1737,,Unified Communications and Collaboration (UCC),1,onTime,2011-01-07T00:00:00Z,2012-10-15T00:00:00Z,2012-10-15T00:00:00Z,2012-10-15T00:00:00Z,0,0,1.064,1.064,1.071729,-0.007729,-0.73,2012-07-30T00:00:00Z,10:01:26,UCC
005-000002276,369,5,Department of Agriculture,Enterprise Human Capital Management (EHCM),1738,,Maintenance,0,delay,2011-01-10T00:00:00Z,2012-01-04T00:00:00Z,2012-01-04T00:00:00Z,2012-10-31T00:00:00Z,-213,-116.39,10.301119,7.6778,2.321,5.3568,69.77,2012-06-30T00:00:00Z,15:25:47,1
005-000002276,369,5,Department of Agriculture,Enterprise Human Capital Management (EHCM),1739,,Maintenance2,0,onTime,2012-01-10T00:00:00Z,2013-01-04T00:00:00Z,,,0,0,9.765558,8.437644,2.465,5.972644,70.79,2012-06-30T00:00:00Z,15:25:47,2
005-000001496,229,5,Department of Agriculture,FPA-P2 - Fire Program Analysis System - Phase 2,1740,,FPA-P2 - Fire Program Analysis System - Phase 2,15,delay,2005-01-01T00:00:00Z,2020-01-10T00:00:00Z,2012-03-31T00:00:00Z,2012-03-31T00:00:00Z,-153,-41.92,71.42413,0.735925,0.735925,0,0,2012-01-30T00:00:00Z,11:12:16,1
005-000002340,841,5,Department of Agriculture,Enterprise Information Management (EIM) #119,1741,,DWDS,1,delay,2011-07-18T00:00:00Z,2012-07-17T00:00:00Z,2012-07-17T00:00:00Z,2012-07-17T00:00:00Z,-45,-12.33,3.795235,3.795235,3.669104,0.126131,3.32,2012-01-08T00:00:00Z,13:21:56,FY11DWDS
005-000002340,841,5,Department of Agriculture,Enterprise Information Management (EIM) #119,1742,,EIMTS,1,onTime,2011-09-30T00:00:00Z,2012-09-29T00:00:00Z,,,0,0,2.3252,2.3252,2.112327,0.212873,9.16,2012-01-08T00:00:00Z,13:21:56,FY11EIMTS
005-000002340,841,5,Department of Agriculture,Enterprise Information Management (EIM) #119,1743,,FMRS,0,onTime,2011-01-07T00:00:00Z,2011-12-31T00:00:00Z,2011-12-31T00:00:00Z,2011-12-31T00:00:00Z,0,0,0.670791,0.670791,0.663409,0.007382,1.1,2012-02-28T00:00:00Z,14:16:51,FY11FMRS
005-000002340,841,5,Department of Agriculture,Enterprise Information Management (EIM) #119,1744,,EIMPMO,0,onTime,2011-03-06T00:00:00Z,2012-02-06T00:00:00Z,2012-02-06T00:00:00Z,2012-02-06T00:00:00Z,0,0,4.88587,4.88587,4.592241,0.293629,6.01,2012-01-08T00:00:00Z,13:21:56,FY11PMO
005-000002340,841,5,Department of Agriculture,Enterprise Information Management (EIM) #119,1745,,Hosting,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,1.988088,1.988088,1.988088,0,0,2012-01-08T00:00:00Z,13:21:56,FY12NITC
005-000002148,231,5,Department of Agriculture,FSIS Public Health Information Consolidation Projects (PHICP),1746,,Public Health Information System,11,onTime,2007-09-27T00:00:00Z,2018-12-30T00:00:00Z,2012-09-21T00:00:00Z,2012-09-21T00:00:00Z,0,0,141.478,0.00225,0.00225,0,0,2012-02-28T00:00:00Z,11:24:53,PHICP-PHIS
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1747,,eAuth Modernization,1,delay,2011-04-01T00:00:00Z,2012-04-27T00:00:00Z,2012-04-27T00:00:00Z,2012-07-17T00:00:00Z,-81,-16.98,3,2.8474,2.847,4.00E-04,0.01,2012-01-08T00:00:00Z,13:36:07,EA-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1748,,EEMS IDM Readiness,1,delay,2010-03-09T00:00:00Z,2011-10-30T00:00:00Z,2011-10-13T00:00:00Z,2011-10-13T00:00:00Z,-323,-323,0.07,0.058,0.0585,-5.00E-04,-0.86,2012-02-07T00:00:00Z,06:27:17,EE-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1749,,ePACS: PIV-A,1,onTime,2011-01-10T00:00:00Z,2012-07-31T00:00:00Z,2011-12-15T00:00:00Z,2011-12-15T00:00:00Z,0,0,0.9,0.891,0.891,0,0,2012-02-07T00:00:00Z,06:27:17,EP-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1750,,ePACS: EEMS Integration,0,delay,2012-01-01T00:00:00Z,2012-03-31T00:00:00Z,,,-185,-318.97,0.03,0.03,0.03,0,0,2012-02-07T00:00:00Z,06:27:17,EP-002
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1752,,ePACS: Visitor Management Solution,0,delay,2012-01-01T00:00:00Z,2012-09-30T00:00:00Z,,,-62,-34.25,0.256,0.256,0.256,0,0,2012-02-07T00:00:00Z,06:27:17,EP-004
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1753,,Person Model Readiness,1,delay,2010-01-09T00:00:00Z,2011-01-12T00:00:00Z,2011-06-10T00:00:00Z,2011-10-21T00:00:00Z,-15,-30.61,0.225,0.038,0.04,-0.002,-5.26,2012-02-29T00:00:00Z,10:04:16,H-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1754,,FY11-Q1 O&amp;M,0,advance,2010-01-10T00:00:00Z,2010-12-31T00:00:00Z,2010-12-30T00:00:00Z,2010-12-29T00:00:00Z,1,1.11,4.407,4.407,4.31,0.097,2.2,2012-02-29T00:00:00Z,10:04:16,OM-FY11-01
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1755,,FY11-Q2 O&amp;M,0,onTime,2011-01-01T00:00:00Z,2011-03-31T00:00:00Z,2011-03-30T00:00:00Z,2011-03-30T00:00:00Z,0,0,4.407,4.407,4.308,0.099,2.25,2012-02-29T00:00:00Z,10:04:16,OM-FY11-02
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1756,,FY11-Q3 O&amp;M,0,onTime,2011-01-04T00:00:00Z,2011-06-30T00:00:00Z,2011-06-30T00:00:00Z,2011-06-30T00:00:00Z,0,0,4.407,4.407,4.341,0.066,1.5,2012-02-29T00:00:00Z,10:04:16,OM-FY11-03
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1757,,FY11-Q4 O&amp;M,0,onTime,2011-01-07T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,4.407,4.407,4.407,0,0,2012-02-29T00:00:00Z,10:04:16,OM-FY11-04
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1758,,FY12-Q1 O&amp;M,0,onTime,2011-01-10T00:00:00Z,2011-12-31T00:00:00Z,2011-12-30T00:00:00Z,2011-12-30T00:00:00Z,0,0,3.3034,3.3034,3.3034,0,0,2012-02-29T00:00:00Z,10:04:17,OM-FY12-01
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1759,,FY12-Q2 O&amp;M,0,onTime,2012-01-01T00:00:00Z,2012-03-31T00:00:00Z,2012-03-31T00:00:00Z,2012-03-31T00:00:00Z,0,0,3.3034,3.3034,3.3034,0,0,2012-05-31T00:00:00Z,14:22:20,OM-FY12-02
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1760,,FY12-Q3 O&amp;M,0,onTime,2012-01-04T00:00:00Z,2012-06-30T00:00:00Z,2012-06-30T00:00:00Z,2012-06-30T00:00:00Z,0,0,3.3034,3.3034,3.3034,0,0,2012-01-08T00:00:00Z,13:36:06,OM-FY12-03
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1761,,FY12-Q4 O&amp;M,0,onTime,2012-01-07T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,3.3034,3.3034,3.3034,0,0,2012-01-08T00:00:00Z,13:36:06,OM-FY12-04
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,1764,,SR 20115337 Cloud Services,1,delay,2011-01-06T00:00:00Z,2012-10-19T00:00:00Z,,,-382,-2247.06,0.55,0.4,0.4,0,0,2012-01-08T00:00:00Z,13:22:38,5
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,1765,,SR 20092856 DOI - USDA FS Access Authentication,8,delay,2009-06-01T00:00:00Z,2017-12-14T00:00:00Z,2010-11-06T00:00:00Z,2010-01-09T00:00:00Z,-812,-339.75,0.9,300.6,300.6,0,0,2011-10-31T00:00:00Z,13:10:21,7
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,1766,,SR 20115259 Linc Pass 2 Factor Identification,1,delay,2011-02-15T00:00:00Z,2013-01-15T00:00:00Z,,,-336,-300,0.8,300.5,300.5,0,0,2011-10-31T00:00:00Z,13:10:21,9
005-000002328,235,5,Department of Agriculture,IBS - Incident Business System,1767,,Provision of O&M Services,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,2.7036,2.7036,2.7036,0,0,2011-09-23T00:00:00Z,18:22:03,1
005-000000093,215,5,Department of Agriculture,ATSA - Automated Timber Sale Accounting,1768,,Provision O&M Services,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,675,1.75,1.35,0.4,22.86,2011-10-31T00:00:00Z,10:26:32,1
005-999991841,234,5,Department of Agriculture,Human Resources Line of Business:  Service Center,1769,,WebTA,1,delay,2011-01-06T00:00:00Z,2012-02-29T00:00:00Z,2012-02-29T00:00:00Z,2012-02-29T00:00:00Z,-184,-67.4,16.374,16.374,9.885,6.489,39.63,2012-02-28T00:00:00Z,14:17:14,1
005-999991841,234,5,Department of Agriculture,Human Resources Line of Business:  Service Center,1770,,EmpowHR Migration,1,delay,2011-01-06T00:00:00Z,2012-02-29T00:00:00Z,2012-02-29T00:00:00Z,2012-02-29T00:00:00Z,-184,-67.4,1071.255,1071.255,382.801,688.454,64.27,2012-02-28T00:00:00Z,14:17:14,2
005-000000083,230,5,Department of Agriculture,Public Health Data Communications Infrastructure System (PHDCIS),1939,,Desktop GSS,12,delay,2006-01-10T00:00:00Z,2018-09-30T00:00:00Z,,,-62,-22.71,242.984,11.441,11.441,0,0,2012-02-28T00:00:00Z,11:27:27,PHDCIS-DSK
005-000000083,230,5,Department of Agriculture,Public Health Data Communications Infrastructure System (PHDCIS),1940,,Data Warehouse GSS,12,onTime,2006-01-10T00:00:00Z,2018-09-30T00:00:00Z,,,0,0,242.985,11.441,11.441,0,0,2012-02-28T00:00:00Z,11:27:27,PHDCIS-DTW
005-000000083,230,5,Department of Agriculture,Public Health Data Communications Infrastructure System (PHDCIS),1941,,Enterprise GSS,12,delay,2006-01-10T00:00:00Z,2018-09-30T00:00:00Z,,,-62,-22.71,242.985,11.442,11.442,0,0,2012-02-28T00:00:00Z,11:27:27,PHDCIS-ENT
005-000000083,230,5,Department of Agriculture,Public Health Data Communications Infrastructure System (PHDCIS),1942,,FPS GSS,12,onTime,2006-01-10T00:00:00Z,2018-09-30T00:00:00Z,,,0,0,242.984,11.441,11.441,0,0,2012-02-28T00:00:00Z,11:27:27,PHDCIS-FPS
005-000000083,230,5,Department of Agriculture,Public Health Data Communications Infrastructure System (PHDCIS),1943,,HR GSS,12,onTime,2006-01-10T00:00:00Z,2018-09-30T00:00:00Z,,,0,0,242.984,11.441,11.441,0,0,2012-02-28T00:00:00Z,11:27:27,PHDCIS-HR
005-000000083,230,5,Department of Agriculture,Public Health Data Communications Infrastructure System (PHDCIS),1944,,Network GSS,12,onTime,2006-01-10T00:00:00Z,2018-09-30T00:00:00Z,,,0,0,242.985,5.656,5.656,0,0,2012-02-28T00:00:00Z,11:27:28,PHDCIS-NWK
005-000000065,224,5,Department of Agriculture,Enterprise Shared Services,1945,,FY2012 Operations.,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,16.498,16.498,0,16.498,100,2011-09-26T00:00:00Z,12:26:32,FY12OPS
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1946,,CLP PMO Support and Documentation,14,onTime,2010-04-01T00:00:00Z,2024-09-30T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,214.054,23.764871,23.633144,0.131727,0.55,2012-05-31T00:00:00Z,16:34:50,10
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1947,,Next Generation Originations Solution,4,onTime,2010-09-30T00:00:00Z,2015-09-28T00:00:00Z,,,0,0,14.836,2.56082,2.446351,0.114469,4.47,2012-06-30T00:00:00Z,14:56:49,100
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1948,,PLAS Retirement,5,onTime,2010-07-14T00:00:00Z,2015-09-06T00:00:00Z,,,0,0,4.92,0.922544,0.905762,0.016782,1.82,2012-05-31T00:00:00Z,16:34:50,110
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1949,,Supporting Application Modernization,5,onTime,2010-04-01T00:00:00Z,2015-07-31T00:00:00Z,,,0,0,11.272,2.867141,2.833405,0.033736,1.18,2012-05-31T00:00:00Z,17:18:32,120
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1950,,Penetration Testing,2,onTime,2011-01-04T00:00:00Z,2013-03-29T00:00:00Z,2011-09-23T00:00:00Z,2011-09-23T00:00:00Z,0,0,1.505,0.498987,0.498987,0,0,2012-05-31T00:00:00Z,16:34:50,130
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1951,,Web Portal,4,onTime,2010-02-08T00:00:00Z,2014-09-30T00:00:00Z,,,0,0,2.211,0.5,0.5,0,0,2012-05-31T00:00:00Z,16:34:50,150
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1952,,Integration/Service Oriented Architecture,4,onTime,2010-01-11T00:00:00Z,2014-07-31T00:00:00Z,,,0,0,4.004,1.7125,1.7125,0,0,2012-03-30T00:00:00Z,07:07:58,160
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1953,,Data Warehouse/Financial Reporting,3,onTime,2010-01-07T00:00:00Z,2013-07-19T00:00:00Z,,,0,0,1.732,0.999167,0.967489,0.031678,3.17,2012-01-08T00:00:00Z,13:21:20,170
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1954,,CLP Integration,1,onTime,2010-08-31T00:00:00Z,2011-10-10T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,4.801,2.495101,2.440861,0.05424,2.17,2012-03-30T00:00:00Z,07:07:58,40
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1955,,AMAS Retirement,3,onTime,2010-08-30T00:00:00Z,2014-02-25T00:00:00Z,,,0,0,2.545,0.44,0.44,0,0,2012-03-30T00:00:00Z,07:07:58,50
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1956,,CLP Maintenance,14,onTime,2010-01-10T00:00:00Z,2024-09-30T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,330.006,27.728684,27.728684,0,0,2012-03-30T00:00:00Z,07:07:58,500
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1957,,Commercial Loan Servicing System,5,onTime,2010-07-19T00:00:00Z,2015-09-29T00:00:00Z,,,0,0,10.028,3.621126,4.154248,-0.533122,-14.72,2012-01-08T00:00:00Z,13:21:20,60
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1958,,CLP Tabular Data Warehouse,4,onTime,2010-01-09T00:00:00Z,2014-07-25T00:00:00Z,,,0,0,5.474,3.186588,8.463203,-5.276615,-165.59,2012-01-08T00:00:00Z,13:21:20,70
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1959,,Geospatial Information System,4,onTime,2010-02-26T00:00:00Z,2014-12-03T00:00:00Z,,,0,0,11.13,5.421781,5.337533,0.084248,1.55,2012-06-30T00:00:00Z,14:56:49,80
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1960,,GLS Modernization,4,onTime,2010-01-06T00:00:00Z,2014-01-05T00:00:00Z,,,0,0,8.649,3.212212,3.216402,-0.00419,-0.13,2012-01-08T00:00:00Z,13:21:20,90
006-000050200,726,6,Department of Commerce,Commerce Business Environment (CBE),1961,,C.Award Implementation.,2,onTime,2009-09-30T00:00:00Z,2012-06-30T00:00:00Z,2012-01-20T00:00:00Z,2012-01-20T00:00:00Z,0,0,3.42,0.654,0.654,0,0,2012-02-29T00:00:00Z,13:20:09,0502D09001
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),1962,,Prior Year Adjustments for Advice Corrections,1,onTime,2011-01-07T00:00:00Z,2012-01-23T00:00:00Z,2011-12-30T00:00:00Z,2011-12-30T00:00:00Z,0,0,0.704857,0.395841,0.351662,0.044179,11.16,2012-03-28T00:00:00Z,09:12:19,0510O10001
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),1963,,CBS Next Gen,1,onTime,2011-01-07T00:00:00Z,2012-12-31T00:00:00Z,,,0,0,6.12603,4.276034,4.276034,0,0,2011-11-29T00:00:00Z,09:51:34,0510O11002
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),1964,,Automated Standard Application for Payments (ASAP) Interface - AR 22289,0,delay,2011-03-10T00:00:00Z,2012-01-08T00:00:00Z,,,-92,-30.36,0.405383,0.335912,0.337898,-0.001986,-0.59,2012-08-16T00:00:00Z,09:47:52,0510O11003
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),1965,,Government Treasury Account Symbol (GTAS) Implementation,1,delay,2011-05-24T00:00:00Z,2012-12-31T00:00:00Z,,,-107,-20.94,1.9085,1.908266,1.846083,0.062183,3.26,2012-08-16T00:00:00Z,09:47:52,0510O11004
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),1966,,SGL Digit Increase (includes TAS from 21 to 27 Characters),1,delay,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,,,-58,-14.61,1.4151,1.415032,1.249517,0.165515,11.7,2012-06-29T00:00:00Z,07:07:34,0510O11005
006-000731200,782,6,Department of Commerce,NTIA - Radio Spectrum Management - Federal Spectrum Management System (FSMS),1967,,FSMS Phase 01 - Prepare &amp; Submit Frequency Proposals,3,delay,2009-01-06T00:00:00Z,2012-06-30T00:00:00Z,2012-03-31T00:00:00Z,2012-06-28T00:00:00Z,-89,-8.61,6.28632,6.28632,6.28503,0.00129,0.02,2012-08-20T00:00:00Z,13:38:40,7312M11001
006-000731200,782,6,Department of Commerce,NTIA - Radio Spectrum Management - Federal Spectrum Management System (FSMS),1968,,FSMS Phase 02 - Authorize Frequency Proposals,2,onTime,2011-02-09T00:00:00Z,2013-06-30T00:00:00Z,,,0,0,12.672268,12.672268,13.059079,-0.386811,-3.05,2012-08-20T00:00:00Z,13:38:40,7312M11002
005-000001425,227,5,Department of Agriculture,Financial Management Modernization Initiative (FMMI),1969,,FMMI Deployment 3,1,onTime,2011-01-10T00:00:00Z,2012-03-31T00:00:00Z,2012-03-31T00:00:00Z,2012-03-31T00:00:00Z,0,0,8.942,1.811138,6.777,-4.965862,-274.18,2012-06-30T00:00:00Z,14:57:47,01/10/2327
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1970,,Project Management,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.2218,0.2218,0.2218,0,0,2012-05-29T00:00:00Z,12:55:54,16026-A
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1971,,Compliance and Program Reporting,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.1546,0.1546,0.1546,0,0,2012-05-29T00:00:00Z,12:55:54,16026-B
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1972,,Interoperability and Intraoperability Requirements,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.1546,0.1546,0.1546,0,0,2012-05-29T00:00:00Z,12:55:54,16026-C
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1973,,Acquisition Strategy and Management,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.181,0.181,0.181,0,0,2012-05-29T00:00:00Z,12:55:54,16026-D
